# lang=pl
gratis	noun
pies	noun
barter	noun
swap	noun
deal	noun
Fabian	noun
abandon	noun
abdest	noun
abdomen	noun
abort	noun
kun	noun
quiz	noun
robot	noun
absent	noun
absorber	noun
abuna	noun
de	noun
en	noun
van	noun
planet	noun
zero	noun
KGB	noun
spacer	noun
ASAP	adv
pseudo	noun
bit	noun
point	noun
be	noun
fart	noun
mandat	noun
port	noun
Edward	noun
os	noun
NASA	noun
bot	noun
słownik	noun
peso	noun
tao	noun
aria	noun
arietta	noun
NATO	noun
most	noun
war	noun
LED	noun
DVD	noun
and	noun
country	noun
euro	noun
Estonia	noun
Austria	noun
bank	noun
market	noun
meeting	noun
mundial	noun
but	noun
SMS	noun
radio	noun
um	noun
Albania	noun
Armenia	noun
Angola	noun
Burundi	noun
Bhutan	noun
Botswana	noun
Belize	noun
Chile	noun
AIDS	noun
Gabon	noun
Ghana	noun
Gambia	noun
Honduras	noun
Haiti	noun
Iran	noun
Kiribati	noun
Laos	noun
Liechtenstein	noun
Liberia	noun
Mali	noun
Mongolia	noun
Malta	noun
Mauritius	noun
Malawi	noun
Namibia	noun
Niger	noun
Nigeria	noun
mi	noun
standard	noun
Nepal	noun
Nauru	noun
Oman	noun
Panama	noun
Peru	noun
Pakistan	noun
Rwanda	noun
Sudan	noun
San Marino	noun
Senegal	noun
Syria	noun
Togo	noun
Tonga	noun
Tanzania	noun
Uganda	noun
Zambia	noun
Zimbabwe	noun
industrial	noun
software	noun
absorbent	noun
absurd	noun
UFO	noun
Australia	noun
Barbados	noun
Burkina Faso	noun
Benin	noun
Brunei	noun
Vanuatu	noun
Uzbekistan	noun
Tuvalu	noun
Turkmenistan	noun
Achilles	noun
FIFA	noun
map	noun
Somalia	noun
Sierra Leone	noun
Sri Lanka	noun
Palau	noun
Niue	noun
Lesotho	noun
gag	noun
win	noun
drink	noun
Jupiter	noun
Schadenfreude	noun
Georgia	noun
baby	noun
Jan Mayen	noun
Svalbard	noun
Saint Lucia	noun
Samoa	noun
Guam	noun
Grenada	noun
yeti	noun
radar	noun
HIV	noun
Macedonia	noun
DNA	noun
after	noun
stylus	noun
dar	noun
henna	noun
pulpit	noun
mental	noun
magenta	noun
red	noun
tuba	noun
tempo	noun
musical	noun
writer	noun
router	noun
keyboard	noun
weekend	noun
symptom	noun
pit	noun
plankton	noun
Czech	noun
trapezoid	noun
forty	noun
pi	noun
symbol	noun
design	noun
humor	noun
el	noun
zebra	noun
lama	noun
wombat	noun
koala	noun
jacht	noun
impala	noun
boy	noun
my	noun
kiwi	noun
Quebec	noun
Montreal	noun
argument	noun
as	noun
adamant	noun
Korea	noun
boom	noun
second hand	noun
car	noun
cool	adj
male	adv
habit	noun
habitat	noun
pigment	noun
finale	noun
update	noun
tan	noun
sombrero	noun
khaki	noun
sorbet	noun
hut	noun
pupa	noun
hobby	noun
sienna	adj
boss	noun
minister	noun
sepia	noun
diesel	noun
guacamole	noun
tortilla	noun
salsa	noun
om	noun
epigram	noun
marina	noun
safari	noun
Abdera	noun
del	noun
wij	noun
AC	noun
bad	noun
bai	noun
bakan	noun
SA	noun
Tasmania	noun
Victoria	noun
familia	noun
WWW	noun
bal	noun
balik	noun
PR	noun
ban	noun
baon	noun
barak	noun
bat	noun
SI	noun
talk	noun
song	noun
bel	noun
Rio de Janeiro	noun
São Paulo	noun
benzol	noun
piece	noun
oral	noun
graffiti	noun
slang	noun
pedant	noun
polder	noun
vox populi	noun
talent	noun
leg	noun
idiom	noun
pico	noun
