# Wiki dump batch_0030 ingested into ZETS
# Auto-generated from Lev knowledge extractor
# Format: surface<TAB>synset_id<TAB>pos<TAB>english<TAB>definition<TAB>synonyms

Francavilla al Mare	5000092	noun		thumb|250px|Francavilla al Mare thumb|90px|Coat of arms Francavilla al Mare is an Italian city in Abruzzo	
Ripa Teatina	5000093	noun		{{Infobox Italian comune | name = Ripa Teatina | official_name = Comune di Ripa Teatina | native_name = | image_skyline = RipaTeatina.jpg Category:Settlements in Chieti	
San Giovanni Teatino	5000094	noun		San Giovanni Teatino is a comune in the Province of Chieti in the Abruzzo region in Italy	
San Miguel, Manila	5000095	noun		{{Infobox settlement | name = San Miguel | image_skyline = 0248jfManila Malacañang Palace San Miguel Barangays Solano Streetfvf 13.jpg | image_caption = Jose P	
Liny van Oyen	5000096	noun		{{Infobox person | name = Liny van Oyen | image = | caption = | birth_name = Category:People from The Hague	
Zillennials	5000097	noun		thumb|A Zillennial playing on a [[Nintendo GameCube in 2005]] Zillennials (also known as Zennials) are a micro-generation cohort located on the cusp between the Millennials and Generation Z	
Prothomalo	5000098	noun		#REDIRECT Prothom Alo 1yv7ry0njgaesjag9x65npm7fw2aljc	
Jeremie Renier	5000099	noun		#REDIRECT Jérémie Renier 57462qu1oxagqio6ryzd7eio561d92f	
Andre Dussollier	5000100	noun		#REDIRECT André Dussollier 3oypw3gc0fdsrbm5z51zi91x9q8zzbp	
Elizabeth Bourgine	5000101	noun		#REDIRECT Élizabeth Bourgine 0x0bm7ot2twawbrchinaslfi6r3ieoh	
Leon Foucault	5000102	noun		#REDIRECT Léon Foucault m3o3w8mdp5vnb8u47dj2zxzivvkw6vx	
Frederic Joliot-Curie	5000103	noun		#REDIRECT Frédéric Joliot-Curie 69ht5d567m85g337wodf8s6tz0a8vta	
Irene Joliot-Curie	5000104	noun		#REDIRECT Irène Joliot-Curie kcivcuky7yw6firul3kp2z9cme3wme2	
Helene Langevin-Joliot	5000105	noun		#REDIRECT Hélène Langevin-Joliot oiww1hb3d0h0e0f1i8mbvhzjvglxo47	
Gerard Mourou	5000106	noun		#REDIRECT Gérard Mourou oe8unovq7cwnob83ffbkms0sqp971lz	
Stefania Jablonska	5000107	noun		#REDIRECT Stefania Jabłońska 7f4iylbtg841jsk713kki2wa6k7xgdz	
Edmund Jagiello	5000108	noun		#REDIRECT Edmund Jagiełło rizrxjngaku04wegfkd8cwd4nmtv85p	
Jozefa Joteyko	5000109	noun		#REDIRECT Józefa Joteyko 5jf2ph7f7zsk7ubdrxr3fwevb33kkb0	
Stanislaw Konturek	5000110	noun		#REDIRECT Stanisław Konturek i8nmmgxm7hv9oyguay3eq0orsys9508	
Andrzej Wincenty Gorski	5000111	noun		#REDIRECT Andrzej Wincenty Górski cflvcy08llv9hdxbj3qhzjkw6tq3mhj	
Hanna Jedrzejewska	5000112	noun		#REDIRECT Hanna Jędrzejewska 1hoy199bril9m5acgp0z8j1lz0g3zo6	
